site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
3188,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,240,NA,10,NA,NA,NA,NA,NA,164,94,NA,NA,NA,16,NA,16,NA,NA,NA,NA,NA,15,13,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,2,3.904584408,NA,NA,NA,29,NA,283,NA,NA,NA,NA,NA,273,281,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,12,13,5.721147537,96.53616333,1.373427272,4.532988548,4.746073723,1.110365272,21.02347565,49.6099968,16.17346573,57.16169739,-0.356317312,-565.7395576,-2419.989323,RufousTailedHawk,15
3189,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,37,NA,NA,9,20,NA,NA,30,NA,2,NA,NA,NA,11,NA,NA,9,10,NA,NA,18,NA,12,NA,NA,NA,1,NA,NA,3,1,NA,NA,2,NA,3,2.733887911,NA,NA,NA,261,NA,NA,16,334,NA,NA,34,NA,364,NA,NA,NA,4,NA,NA,7,8,NA,NA,11,NA,13,5.6883564,100.9882584,2.611739397,6.347021103,10.308263780,2.691076517,27.12126923,45.19976044,3.683949471,55.99393463,0.708204389,-550.7395576,-2419.989323,RufousTailedHawk,15
3208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,21.63607979,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,13,5.304610729,204.977356,0.613556325,0.770540714,4.497860909,14.89088821,15.7808094,11.36859894,7.158900738,130.7546539,-0.131678939,-745.7395576,-2434.989323,RufousTailedHawk,15
3211,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,180,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,37.08597946,NA,NA,NA,NA,NA,NA,NA,336,318,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,NA,NA,NA,4.387915134,159.6290588,0.368865788,3.211830854,23.119680400,4.76984024,32.60343552,31.58195496,3.87021184,355.5757751,-0.511414826,-700.7395576,-2434.989323,RufousTailedHawk,15
3213,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,23,NA,130,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,14,NA,17,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,15.68641186,NA,NA,NA,NA,NA,39,NA,24,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,6,NA,8,NA,NA,NA,12,NA,4.834093571,136.3512268,0.679047763,0.676063299,18.360109330,8.515467644,20.94452858,17.56464767,8.384069443,275.2965698,-0.712193191,-670.7395576,-2434.989323,RufousTailedHawk,15
3214,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,180,NA,NA,10,15,24,NA,14,120,NA,NA,NA,NA,9,NA,NA,13,8,18,NA,11,16,NA,NA,NA,NA,2,NA,NA,1,1,2,NA,1,1,5.823795319,NA,NA,NA,NA,314,NA,NA,318,292,353,NA,297,351,NA,NA,NA,NA,5,NA,NA,8,9,10,NA,12,13,4.575086594,118.3965302,0.243764773,1.177733541,22.540939330,5.285904408,30.65849495,30.64825058,8.88394928,316.6283569,0.192955613,-655.7395576,-2434.989323,RufousTailedHawk,15
3215,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,35,27,5,10,17,20,150,42,NA,NA,NA,NA,NA,5,10,21,12,17,19,9,17,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,6.377188206,NA,NA,NA,NA,NA,282,315,334,285,251,340,298,282,NA,NA,NA,NA,NA,6,7,8,9,10,11,12,13,5.1028018,107.9095535,1.07092917,1.918983459,9.258654594,1.867129922,28.98451805,46.46175766,9.935857773,212.7527924,-0.226551563,-640.7395576,-2434.989323,RufousTailedHawk,15
3220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.842804432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5.202432632,108.3446274,1.968217015,2.417523146,10.923371320,2.707123518,26.12440681,44.26750565,11.26118088,148.3969269,0.325626135,-565.7395576,-2434.989323,RufousTailedHawk,15
3221,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,123,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,14,10,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,1,7.502774239,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,332,249,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,12,13,5.272614002,109.1421127,1.339635134,2.958516598,15.055085180,5.05127573,31.73164749,39.73903656,3.166399002,130.702179,-0.265534043,-550.7395576,-2434.989323,RufousTailedHawk,15
3222,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,120,NA,NA,NA,5,180,60,5,31,12,NA,NA,NA,12,NA,NA,NA,19,7,12,16,17,9,NA,NA,NA,10,NA,NA,NA,3,2,5,4,1,1,2.937867403,NA,NA,NA,341,NA,NA,NA,9,22,17,10,33,342,NA,NA,NA,4,NA,NA,NA,8,9,10,11,12,13,5.497844219,118.6460953,1.294678926,2.125526667,10.572011950,2.454038143,23.36113548,48.48113251,10.9447403,79.96762085,0.167783365,-535.7395576,-2434.989323,RufousTailedHawk,15
3224,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,75,119,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,8.568947792,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,366,247,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,5.247396469,136.0571594,1.559911609,2.609780073,12.228004460,3.497126341,30.5260067,42.84917068,5.956161022,108.8737488,-0.347918451,-505.7395576,-2434.989323,RufousTailedHawk,15
3225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2.380827427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,5.496778488,141.264328,1.461917639,2.618711233,7.807238102,0.801081538,18.44781876,31.56218719,4.560848713,41.39955139,-0.081146561,-490.7395576,-2434.989323,RufousTailedHawk,15
3240,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,49.29312515,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,13,3.865448952,291.6835632,2.896100283,2.455250978,8.707653999,9.750127792,16.82196236,32.49620056,5.403056145,366.8129578,-0.641171694,-790.7395576,-2449.989323,RufousTailedHawk,15
3247,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35391617,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.936612129,157.9825439,1.78431499,2.099467993,13.456974030,12.3993206,19.63069153,33.93585587,8.815040588,434.1633911,1.675441384,-685.7395576,-2449.989323,RufousTailedHawk,15
3249,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,60,NA,36,80,153,31,300,NA,NA,NA,NA,NA,NA,0,NA,15,16,17,10,9,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,2,NA,16.02134705,NA,NA,NA,NA,NA,285,NA,20,309,55,44,309,NA,NA,NA,NA,NA,NA,6,NA,8,9,10,11,12,NA,3.865208387,131.94841,0.690721631,2.398111105,19.500478740,8.746491432,27.06212997,31.54441643,8.696367264,433.1185608,-2.247572422,-655.7395576,-2449.989323,RufousTailedHawk,15
3250,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,15.7129631,NA,NA,NA,NA,NA,NA,NA,32,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,4.320666313,113.0804749,0.724999785,3.180245161,20.318305970,7.529516697,28.39714432,28.99784851,7.778014183,350.4361267,-2.116504908,-640.7395576,-2449.989323,RufousTailedHawk,15
3252,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,16.00226212,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,4.287451744,104.5397644,0.694887877,3.730265141,15.712884900,4.486032486,26.13560486,37.00562668,12.00452995,344.8122559,0.77199924,-610.7395576,-2449.989323,RufousTailedHawk,15
3254,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,15,108,NA,NA,24,NA,NA,NA,NA,NA,NA,7,NA,17,13,NA,NA,12,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,NA,2,3.249414682,NA,NA,NA,NA,NA,NA,31,NA,301,9,NA,NA,331,NA,NA,NA,NA,NA,NA,7,NA,9,10,NA,NA,13,5.363261223,107.4911118,0.999439776,1.053708792,12.789778710,3.338092089,24.61088562,37.73019409,9.195883751,118.0921631,-0.715154469,-580.7395576,-2449.989323,RufousTailedHawk,15
3256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.642254829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5.284775257,117.6955261,1.408299565,1.055841804,9.555328369,2.844528198,27.46203232,45.37330627,10.71034622,118.4754639,-0.450343817,-550.7395576,-2449.989323,RufousTailedHawk,15
3257,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,NA,10,NA,NA,NA,NA,26,NA,NA,NA,7,NA,NA,NA,11,NA,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,3.735370636,NA,NA,NA,362,NA,NA,NA,334,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,8,NA,NA,NA,NA,13,5.140305996,128.7841339,0.744814873,0.563294291,12.445063590,3.0075984,28.55625534,44.05175781,8.649816513,138.2955017,-0.795822024,-535.7395576,-2449.989323,RufousTailedHawk,15
3260,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,51,NA,45,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10,NA,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,2,2.380827427,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1,NA,329,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,NA,13,5.496778488,141.264328,1.461917639,2.618711233,7.807238102,0.801081538,18.44781876,31.56218719,4.560848713,41.39955139,-0.081146561,-490.7395576,-2449.989323,RufousTailedHawk,15
3280,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,203,165,120,144,120,NA,84,120,NA,NA,NA,NA,NA,15,9,9,15,9,NA,16,9,NA,NA,NA,NA,NA,1,3,1,1,2,NA,1,1,63.57054138,NA,NA,NA,NA,NA,307,43,365,291,36,NA,55,329,NA,NA,NA,NA,NA,6,7,8,9,10,NA,12,13,4.519824028,210.7330017,2.914298773,1.817062736,4.247251511,10.23042202,6.015810013,26.32691193,10.95284843,249.3465271,0.405461878,-715.7395576,-2464.989323,RufousTailedHawk,15
3283,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,120,60,245,120,29,60,75,160,NA,60,218,NA,NA,16,10,8,11,16,15,10,12,NA,4,9,NA,NA,2,2,1,3,1,1,1,1,NA,1,2,31.81842422,NA,NA,341,25,311,364,329,23,306,346,NA,313,336,NA,NA,3,4,5,6,7,8,9,10,NA,12,13,3.239772558,160.6979675,4.269501209,4.339814186,8.269214630,11.69269657,10.79663277,32.82424927,14.02583313,544.3170776,2.880536556,-670.7395576,-2464.989323,RufousTailedHawk,15
3284,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,31.81842422,NA,NA,NA,NA,NA,NA,NA,NA,47,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,NA,NA,3.239772558,160.6979675,4.269501209,4.339814186,8.269214630,11.69269657,10.79663277,32.82424927,14.02583313,544.3170776,2.880536556,-655.7395576,-2464.989323,RufousTailedHawk,15
3285,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,10,17,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,13,12,11,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,NA,31.31009293,NA,NA,NA,NA,NA,NA,NA,23,4,18,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,NA,12,NA,3.587211847,137.1007385,4.511812687,3.549675941,8.527658463,12.64386082,11.63595581,26.44331169,17.85735703,493.6270752,2.347790003,-640.7395576,-2464.989323,RufousTailedHawk,15
3290,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,87,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,9.174139023,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,21,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,13,5.225509644,124.2352905,1.431515574,0.177763104,16.169569020,5.984566212,14.98613548,15.88303661,9.960343361,140.0915375,0.149275437,-565.7395576,-2464.989323,RufousTailedHawk,15
3291,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,32,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,16,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,2,7.780928612,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,364,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,NA,13,4.839272022,128.5124359,1.744948268,0.136523485,19.829397200,4.021039963,19.49915695,19.9803772,6.58633852,208.2111511,0.572461247,-550.7395576,-2464.989323,RufousTailedHawk,15
3292,0,NA,NA,0,0,0,0,0,0,0,0,0,0,30,NA,NA,10,60,5,95,30,20,2,2,5,20,13,NA,NA,9,12,15,14,11,11,9,16,10,12,3,NA,NA,1,3,2,2,1,4,3,4,1,7,3.195674658,15,NA,NA,261,58,270,255,334,312,350,10,267,303,1,NA,NA,4,5,6,7,8,9,10,11,12,13,5.027067661,134.4403076,0.866905451,0.391505361,17.388206480,5.105772972,21.21759033,30.06640816,12.99835014,150.9426727,0.521144748,-535.7395576,-2464.989323,RufousTailedHawk,15
3296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6.463771343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,5.163729668,152.3126678,1.36431241,1.236520171,16.686887740,6.660275936,23.43578148,31.94820976,10.58306408,93.21055603,0.065581411,-475.7395576,-2464.989323,RufousTailedHawk,15
3301,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,9.476611137,NA,NA,NA,NA,NA,NA,NA,42,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,4.946506023,175.2073059,0,0.857431114,7.535439491,12.83057976,27.89467621,18.4918766,3.36310482,80.20803833,0.323990464,-385.7395576,-2464.989323,RufousTailedHawk,15
3314,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,60,NA,NA,120,NA,NA,NA,NA,101,120,NA,NA,NA,16,NA,NA,15,NA,NA,NA,NA,15,10,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,74.50707245,NA,NA,NA,340,NA,NA,27,NA,NA,NA,NA,53,356,NA,NA,NA,4,NA,NA,7,NA,NA,NA,NA,12,13,2.013928413,327.8269348,2.042698145,1.948182583,0.574017465,4.324804306,3.61447835,39.13262177,1.472335458,647.9431763,3.120857477,-775.7395576,-2479.989323,RufousTailedHawk,15
3315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,73.03653717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3.576611757,307.5279541,2.598578215,0.051609445,1.832583308,12.39879799,6.108759403,33.70349121,3.395680428,357.7221069,-2.09300971,-760.7395576,-2479.989323,RufousTailedHawk,15
3319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,65.95080566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1.179058194,263.1986694,1.689975023,2.752972841,0.770320058,2.987990379,0.579990983,38.86152649,1.184749365,795.0407104,6.042486191,-700.7395576,-2479.989323,RufousTailedHawk,15
3321,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,49.94060516,NA,NA,NA,NA,NA,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2.656095266,218.1874237,3.505264044,0.816133916,4.408326149,10.7320509,4.951163769,40.1167717,4.802312374,605.4187012,-1.45695591,-670.7395576,-2479.989323,RufousTailedHawk,15
3322,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,14,13,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,NA,41.32711029,NA,NA,NA,NA,NA,NA,NA,25,46,NA,NA,342,NA,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,12,NA,2.644733191,199.3655396,2.958212852,1.655766726,7.518930912,10.93956184,13.86120987,36.20042038,5.149338245,620.2924194,0.231032029,-655.7395576,-2479.989323,RufousTailedHawk,15
3326,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,1,0,NA,NA,NA,180,NA,180,NA,NA,NA,165,55,60,93,NA,NA,NA,11,NA,10,NA,NA,NA,11,15,13,12,NA,NA,NA,2,NA,3,NA,NA,NA,2,1,1,1,10.03332424,NA,NA,NA,17,NA,59,NA,NA,NA,43,365,350,316,NA,NA,NA,4,NA,6,NA,NA,NA,10,11,12,13,3.891382933,145.4902649,3.459697008,2.90316081,9.867120743,9.154175758,10.98454666,23.69711876,11.4426918,390.3430786,-2.0512712,-595.7395576,-2479.989323,RufousTailedHawk,15
3327,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,15,NA,NA,180,225,NA,300,300,240,94,240,30,61,12,NA,NA,9,14,NA,12,9,10,14,8,12,15,3,NA,NA,2,2,NA,3,3,2,4,2,1,3,4.975828171,15,NA,NA,2,348,NA,350,319,357,310,362,246,310,1,NA,NA,4,5,NA,7,8,9,10,11,12,13,4.022727966,143.1033173,1.337270737,2.585153341,13.239145280,11.37802887,16.45013428,23.41535378,13.31180382,356.4823608,0.448996633,-580.7395576,-2479.989323,RufousTailedHawk,15
3328,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,67,NA,NA,60,NA,16,38,NA,NA,NA,NA,NA,NA,17,NA,NA,11,NA,12,13,NA,NA,NA,NA,NA,NA,9,NA,NA,1,NA,1,1,4.806995869,NA,NA,NA,NA,NA,NA,16,NA,NA,341,NA,10,289,NA,NA,NA,NA,NA,NA,7,NA,NA,10,NA,12,13,4.449412823,147.7449951,1.0167377,0.729411483,16.415140150,7.707649708,21.93628883,28.79660034,8.262925148,259.0415649,0.578720391,-565.7395576,-2479.989323,RufousTailedHawk,15
3338,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5.330532074,326,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,5.24119854,173.5737457,0,3.181736946,12.324420930,3.531927347,33.22164536,37.09487534,6.545497417,53.159832,-0.08383733,-415.7395576,-2479.989323,RufousTailedHawk,15
3339,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6.795637131,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,4.985830784,176.1108093,0,1.216052294,12.671151160,3.981181145,43.78302765,29.8667202,7.358347893,96.4311142,-0.155557543,-400.7395576,-2479.989323,RufousTailedHawk,15
3344,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,70.45050049,NA,NA,NA,NA,NA,NA,NA,NA,296,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,NA,NA,4.307332516,209.7684174,0.399113506,3.238013506,7.937468529,15.0227766,7.207696438,24.55588341,14.18198776,161.9186401,0.501398563,-310.7395576,-2479.989323,RufousTailedHawk,15
3345,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,163,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,5,NA,NA,NA,83.48900604,NA,NA,NA,NA,NA,NA,297,NA,295,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9,10,NA,NA,NA,4.312306881,206.7210693,0.868763506,0.682479739,6.473506451,13.9995327,9.556539536,17.27080727,9.200559616,133.6880493,0.841437399,-295.7395576,-2479.989323,RufousTailedHawk,15
3347,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,128.500351,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,5.272573948,512.5811768,2.114629984,0.991749644,2.609503031,13.60589409,4.055783272,28.43255615,5.213131905,117.1052094,-0.053748216,-955.7395576,-2494.989323,RufousTailedHawk,15
