site,dummy,distRoad,occ,temp,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
874,1,2.128106117,0,13.11036205,58.98078537,0.551382244,40.2002449,7.022556305,7.657754421,21.80293083,8.414593697,13.84875202,259.5075989,-0.374272197,-1015.739558,-529.989323,RufousLeggedOwl,15
875,0,3.442082405,0,11.9249773,63.68097305,1.476522088,7.776999474,4.621697426,16.05365944,47.13277054,2.978859901,17.44666672,538.90979,-0.061387118,-1000.739558,-529.989323,RufousLeggedOwl,15
876,1,6.751129627,0,9.824879646,57.41305542,1.822291255,8.025104523,1.912981153,24.52725792,48.99139404,3.030442715,9.893914223,1057.955811,-2.166265965,-985.7395576,-529.989323,RufousLeggedOwl,15
877,0,16.15946198,0,6.253324986,49.00394821,26.03463554,6.670090199,2.099679947,16.79445076,8.07621479,15.62047958,23.03420067,1854.588867,1.467653036,-970.7395576,-529.989323,RufousLeggedOwl,15
878,0,8.491908073,0,7.360209942,48.61551285,31.57421303,4.81075573,0.311897010,18.11383247,0.826476574,12.90847969,31.21123505,1684.842529,-4.698912144,-955.7395576,-529.989323,RufousLeggedOwl,15
879,0,8.338477135,0,6.26037693,46.10963821,32.58550644,1.948941827,0.000000000,14.91396236,0.399106592,9.75971508,40.26902008,1953.343506,-0.679231822,-940.7395576,-529.989323,RufousLeggedOwl,15
880,1,5.200806618,0,3.963310003,44.08335876,51.63658524,3.047245502,0.000000000,6.300533772,0.601642787,10.41375446,24.16856956,2404.632813,1.863856196,-925.7395576,-529.989323,RufousLeggedOwl,15
881,1,6.016976357,0,2.583860159,43.73001862,65.62433624,2.484063148,0.000000000,5.435452461,0.059651397,6.394730568,19.77438354,2707.953857,3.840735912,-910.7395576,-529.989323,RufousLeggedOwl,15
882,0,5.553543091,0,5.641900063,43.632267,36.756073,4.235621452,0.000000000,18.47579002,0.322050422,5.120082378,35.02889252,2194.0354,-0.766141951,-895.7395576,-529.989323,RufousLeggedOwl,15
883,1,3.548639536,0,12.15109348,41.29925919,0.706605673,8.71229744,5.837387562,21.30486298,51.02637482,3.524796963,7.908350945,321.1142883,1.157161355,-1120.739558,-544.989323,RufousLeggedOwl,15
884,1,3.548639536,0,12.15109348,41.29925919,0.706605673,8.71229744,5.837387562,21.30486298,51.02637482,3.524796963,7.908350945,321.1142883,1.157161355,-1105.739558,-544.989323,RufousLeggedOwl,15
885,0,1.798106909,0,12.93793201,43.61268234,4.071870804,19.66851997,6.158926010,8.567248344,16.34670258,23.31660271,21.31512451,248.2304993,-0.245154545,-1090.739558,-544.989323,RufousLeggedOwl,15
886,1,2.787008762,0,13.36447906,45.70024109,0.724267125,27.73195457,3.247819185,7.196421146,15.24476147,27.12029076,18.62174606,196.9784698,-0.011614864,-1075.739558,-544.989323,RufousLeggedOwl,15
887,1,2.582342386,0,13.55420685,47.48773956,2.945264339,42.31203079,2.143148661,7.642799854,4.756788254,23.24299812,16.89835739,172.6512451,-0.064447157,-1060.739558,-544.989323,RufousLeggedOwl,15
888,1,2.074929953,0,13.53667164,50.07564545,0.360647678,76.01055908,0.378765821,4.222397804,1.820722818,4.051966667,12.43385696,155.7416077,0.003368515,-1045.739558,-544.989323,RufousLeggedOwl,15
889,1,1.888015151,0,13.23702812,56.02669525,0.316012204,79.07572937,0.603051245,1.106217146,12.7379818,0.665398359,5.258580685,206.053833,-0.007560085,-1030.739558,-544.989323,RufousLeggedOwl,15
890,1,2.998546124,0,12.67706585,64.45005035,0.106328063,27.18407059,7.028009415,9.501794815,40.73484802,4.544650078,10.13610458,331.776947,-0.039570518,-1015.739558,-544.989323,RufousLeggedOwl,15
891,0,9.82723999,0,11.21888447,66.88038635,0.518736184,4.930045605,3.568871021,23.47310638,57.6493988,1.272763371,7.982144356,681.0845337,-1.739542723,-1000.739558,-544.989323,RufousLeggedOwl,15
892,0,15.27802944,0,8.134090424,57.21625519,4.812284946,13.31715584,2.942043781,24.60076714,19.38328171,13.51451588,20.27753067,1414.475586,1.488235235,-985.7395576,-544.989323,RufousLeggedOwl,15
893,1,21.69543266,0,7.075762749,52.6856308,13.6889286,10.64859962,4.487487793,20.50605392,4.883042812,15.70024395,28.6272316,1668.748535,-1.604421973,-970.7395576,-544.989323,RufousLeggedOwl,15
894,0,11.43297958,0,5.966735363,48.98083115,38.02089691,6.184169769,0.036257882,14.87775517,0.23477824,14.77750015,24.3189106,1937.165039,0.511557817,-955.7395576,-544.989323,RufousLeggedOwl,15
895,1,3.903972149,0,5.732340336,47.15848923,41.08293533,3.438793659,0.000000000,13.13969517,0.183750466,10.21824455,31.87915993,2032.519287,2.402176619,-940.7395576,-544.989323,RufousLeggedOwl,15
896,1,5.396361828,0,4.936092377,45.13122177,45.05537415,3.031702518,0.000000000,10.35784149,0.107581131,11.91455173,28.86439514,2203.061035,-2.59985733,-925.7395576,-544.989323,RufousLeggedOwl,15
897,1,8.795301437,0,3.381955147,45.10608292,54.64590454,3.372318029,0.000000000,8.035955429,0.008876396,6.196387291,27.44721603,2514.580811,-0.894950867,-910.7395576,-544.989323,RufousLeggedOwl,15
898,0,5.553543091,0,5.641900063,43.632267,36.756073,4.235621452,0.000000000,18.47579002,0.322050422,5.120082378,35.02889252,2194.0354,-0.766141951,-895.7395576,-544.989323,RufousLeggedOwl,15
899,1,4.827073097,0,12.71862411,44.12060928,0.860384703,3.851213932,2.515127659,23.2485199,33.51656723,2.706153393,11.01264477,110.1455917,-0.672368765,-1120.739558,-559.989323,RufousLeggedOwl,15
900,1,2.485569715,0,12.830369,42.79895782,0.651392043,11.33734131,5.816881657,14.0275135,50.51609802,3.940214396,9.116483688,173.0944977,-0.801264524,-1105.739558,-559.989323,RufousLeggedOwl,15
901,0,3.873957396,0,13.42910194,46.35090256,4.954936504,23.05412102,6.275972366,6.362762928,10.85092735,24.9831028,22.93025398,130.4392395,0.713986874,-1090.739558,-559.989323,RufousLeggedOwl,15
902,1,1.861562967,0,13.69391823,51.56708527,2.750279427,29.33304787,1.634463787,7.684809685,2.974980354,31.69765091,23.57252693,115.5797501,-0.740086913,-1075.739558,-559.989323,RufousLeggedOwl,15
903,1,2.402822495,0,13.63812351,53.90907288,2.613588333,50.48933792,1.237085462,6.380999565,2.257969141,18.01284409,18.74393845,114.8484116,-0.171334475,-1060.739558,-559.989323,RufousLeggedOwl,15
904,1,1.551215529,0,13.35894203,56.90982056,0.247391403,81.95534515,0.437252522,2.216036797,3.402151346,1.314993501,9.025470734,147.9355316,-0.100662112,-1045.739558,-559.989323,RufousLeggedOwl,15
905,1,2.438183784,0,13.03187084,62.3501091,0.174458563,72.15550995,2.177649260,2.376723289,15.19466686,1.581293941,5.961803913,218.2037048,0.004687308,-1030.739558,-559.989323,RufousLeggedOwl,15
906,1,2.756737709,0,12.108181,69.6594696,0.085479282,22.13633347,8.641966820,14.49982262,39.54694366,5.427522182,9.033793449,437.6773071,0.320068836,-1015.739558,-559.989323,RufousLeggedOwl,15
907,1,4.101988792,0,10.04718971,68.07478333,1.100219965,12.63796711,5.254335880,24.28997421,40.58699799,4.741569996,9.32950592,937.6891479,2.897608042,-1000.739558,-559.989323,RufousLeggedOwl,15
908,1,10.59809208,0,8.02515316,59.93186569,3.788742542,16.70151711,7.017013073,22.73594856,13.39341354,14.32334614,20.51815796,1425.237183,2.132859945,-985.7395576,-559.989323,RufousLeggedOwl,15
909,0,16.81257248,0,7.389071465,56.41154861,13.49253273,10.24135971,4.287650585,20.41014099,4.125459194,14.40883827,31.81200981,1583.772217,-2.80457592,-970.7395576,-559.989323,RufousLeggedOwl,15
910,0,15.80270004,0,6.08518362,51.10982132,30.32575798,6.802175045,0.292338014,17.44708252,0.037591979,12.52096176,32.58470154,1904.183716,-0.133559704,-955.7395576,-559.989323,RufousLeggedOwl,15
911,1,4.100036144,0,6.564828873,49.39203644,29.48202133,4.573417664,0.108734623,17.41698074,0.289734304,7.85399437,40.31069183,1867.333008,-7.091626644,-940.7395576,-559.989323,RufousLeggedOwl,15
912,1,4.024566174,0,4.98345232,46.63874435,42.89970016,5.047186852,0.009370418,14.31596184,0.034865066,7.701107979,29.97041512,2213.156494,-0.380015254,-925.7395576,-559.989323,RufousLeggedOwl,15
913,0,11.06349182,0,1.075522304,47.69054794,54.42041397,2.054423332,0.000000000,4.724678516,0.151581839,12.29869366,20.5900631,2926.287109,6.014960766,-910.7395576,-559.989323,RufousLeggedOwl,15
914,0,4.511846542,0,1.859810233,46.37698364,40.62299728,2.983947992,0.000000000,9.937392235,0.351704031,13.40103626,29.48339272,2843.255127,0.260658383,-895.7395576,-559.989323,RufousLeggedOwl,15
915,1,1.509765863,0,12.27306461,46.90759277,0.162333101,1.652527094,2.145929337,24.54438019,59.18867111,0.646008968,4.67732048,185.6122437,0.481926292,-1135.739558,-574.989323,RufousLeggedOwl,15
916,1,1.509765863,0,12.27306461,46.90759277,0.162333101,1.652527094,2.145929337,24.54438019,59.18867111,0.646008968,4.67732048,185.6122437,0.481926292,-1120.739558,-574.989323,RufousLeggedOwl,15
917,1,1.756082773,0,12.43884754,47.02013016,1.58999455,11.06625175,8.875337601,11.96937466,52.12630081,6.053827286,6.344705582,224.5964355,0.580076277,-1105.739558,-574.989323,RufousLeggedOwl,15
918,1,1.360579848,0,13.292202,49.67013168,1.587788463,24.52431107,8.973215103,10.58646202,29.10360909,9.613275528,13.8086729,114.7633591,-1.458438754,-1090.739558,-574.989323,RufousLeggedOwl,15
919,1,1.877865672,0,13.50371456,56.82710266,2.862442017,41.73976135,4.771909237,9.444566727,14.26726627,9.978124619,16.60669518,115.6915588,-0.010163645,-1075.739558,-574.989323,RufousLeggedOwl,15
920,1,1.711877823,0,13.60793209,60.70572281,1.514263868,66.61209106,1.420129895,7.357410908,1.179345846,5.648133755,14.53336906,91.16239929,-0.007101293,-1060.739558,-574.989323,RufousLeggedOwl,15
921,1,1.784050465,0,13.20705509,64.98638153,1.294719219,65.42658997,2.316149950,4.848241329,9.416480064,2.258986235,9.744441986,154.4946899,0.036568213,-1045.739558,-574.989323,RufousLeggedOwl,15
922,1,1.879695415,0,12.75525856,69.47032166,0,78.76399994,2.306571245,3.05828476,8.247948647,0.631404459,5.80192852,252.0370331,-0.172211275,-1030.739558,-574.989323,RufousLeggedOwl,15
923,1,4.107322216,0,11.55956745,74.38393402,0.467624456,10.88634968,7.851014614,24.47549248,44.59106827,3.503393888,7.621792316,528.0196533,-1.942377687,-1015.739558,-574.989323,RufousLeggedOwl,15
924,1,7.647584438,0,9.560043335,71.53043365,0.551256597,10.46411037,4.015615463,24.31788635,49.62506866,2.989470243,6.753158092,1007.076965,-0.592552722,-1000.739558,-574.989323,RufousLeggedOwl,15
925,1,3.68639636,0,8.934288025,67.42181396,3.725779295,17.72231102,5.811629295,26.74390793,24.17697334,6.981050491,12.98315811,1195.766724,-2.228480816,-985.7395576,-574.989323,RufousLeggedOwl,15
926,1,6.240909576,0,6.50258255,58.29792786,20.56104851,7.58304882,3.090490341,19.51034164,5.211559296,13.95969009,28.29483795,1764.7948,2.722582579,-970.7395576,-574.989323,RufousLeggedOwl,15
927,1,12.09289932,0,5.731289387,52.91791916,26.22856522,5.818450928,0.380463600,18.37321091,0.022896301,11.27334213,36.74888229,1954.105225,-0.647586226,-955.7395576,-574.989323,RufousLeggedOwl,15
928,0,5.751195431,0,6.599313259,50.60057068,30.33751297,2.988788128,0.646122754,20.78873825,0.589389563,7.048057079,37.47694778,1855.650635,3.331326246,-940.7395576,-574.989323,RufousLeggedOwl,15
929,0,4.024566174,0,4.98345232,46.63874435,42.89970016,5.047186852,0.009370418,14.31596184,0.034865066,7.701107979,29.97041512,2213.156494,-0.380015254,-925.7395576,-574.989323,RufousLeggedOwl,15
930,1,10.16065502,0,2.780254126,46.98683548,44.57131958,1.688312292,1.02334142866312e-05,6.704677582,0,16.32251358,30.32485962,2634.17749,3.418997288,-910.7395576,-574.989323,RufousLeggedOwl,15
931,0,4.511846542,0,1.859810233,46.37698364,40.62299728,2.983947992,0.000000000,9.937392235,0.351704031,13.40103626,29.48339272,2843.255127,0.260658383,-895.7395576,-574.989323,RufousLeggedOwl,15
932,0,1.313846827,0,12.72343063,50.71828842,4.302779198,5.200077534,0.554232895,7.263176918,8.410727501,2.734386683,14.57175827,42.38671875,-0.124631904,-1150.739558,-589.989323,RufousLeggedOwl,15
933,1,1.313846827,0,12.72343063,50.71828842,4.302779198,5.200077534,0.554232895,7.263176918,8.410727501,2.734386683,14.57175827,42.38671875,-0.124631904,-1135.739558,-589.989323,RufousLeggedOwl,15
934,1,3.342558384,0,12.07653713,51.21320724,0.571385801,2.142164469,2.387935400,16.98211098,57.69109726,0.729632318,4.858012199,200.5858459,0.993635714,-1120.739558,-589.989323,RufousLeggedOwl,15
935,1,2.24691844,0,12.22435379,52.03229904,2.07359004,12.99786854,12.887737274,12.63325119,47.64353561,5.941793919,5.246057987,241.5157471,-0.21445106,-1105.739558,-589.989323,RufousLeggedOwl,15
936,1,2.005180597,0,12.65847111,56.23626709,1.735659003,12.71230984,10.132084846,12.87342358,46.86661148,6.803777218,7.894323349,218.2627716,0.119400173,-1090.739558,-589.989323,RufousLeggedOwl,15
937,1,1.713294625,0,13.49303913,62.33367157,1.296482801,55.8188858,4.539560318,7.758398056,10.9939642,4.66704607,12.35733604,88.57300568,-0.335778415,-1075.739558,-589.989323,RufousLeggedOwl,15
938,1,1.923332691,0,13.4024725,67.39571381,1.128616333,67.82688141,2.076822281,5.002176285,4.868014812,3.217714787,14.79390049,107.2914734,-0.100595519,-1060.739558,-589.989323,RufousLeggedOwl,15
939,1,3.039467573,0,12.91530704,71.86804962,0.608731687,41.80895996,7.277816296,11.44995403,23.22094917,2.407886505,12.17586327,193.6638336,-0.096281201,-1045.739558,-589.989323,RufousLeggedOwl,15
940,1,2.828675032,0,12.28258419,76.64513397,0.070688084,62.60949326,4.098191738,6.274163246,6.385887623,4.018021107,16.14163399,333.1438904,0.326022387,-1030.739558,-589.989323,RufousLeggedOwl,15
941,1,3.491018057,0,10.8744936,78.9217453,0,11.86739731,6.130160332,21.38325119,53.85607529,1.920603633,4.33916378,657.5228271,1.49514544,-1015.739558,-589.989323,RufousLeggedOwl,15
942,1,9.22075367,0,8.236273766,72.49038696,2.249115705,10.03975487,4.662593365,27.90530968,42.67331696,4.041135311,7.257915974,1273.96228,-3.058231354,-1000.739558,-589.989323,RufousLeggedOwl,15
943,1,9.645066261,0,5.676791191,64.27587891,13.00734711,13.51013756,5.312967777,23.01372719,10.40602016,10.24794006,15.9655838,1835.278442,1.607426643,-985.7395576,-589.989323,RufousLeggedOwl,15
944,1,6.267797947,0,7.428673744,64.01847076,9.622309685,13.40740013,6.648854733,26.23508072,11.97134399,13.27012539,16.9321003,1538.860474,-2.147416115,-970.7395576,-589.989323,RufousLeggedOwl,15
945,1,3.65150857,0,6.565023422,56.70018387,21.58244324,7.490063667,1.938886523,17.91618538,0.663382113,14.26423645,33.93744659,1778.748291,-4.651002884,-955.7395576,-589.989323,RufousLeggedOwl,15
946,0,5.751195431,0,6.599313259,50.60057068,30.33751297,2.988788128,0.646122754,20.78873825,0.589389563,7.048057079,37.47694778,1855.650635,3.331326246,-940.7395576,-589.989323,RufousLeggedOwl,15
947,0,8.234443665,0,4.03076601,47.67087936,40.19704056,2.432113409,0.005150212,9.721751213,0.013095483,9.399981499,38.26938248,2402.691406,2.210246325,-910.7395576,-589.989323,RufousLeggedOwl,15
948,0,8.234443665,0,4.03076601,47.67087936,40.19704056,2.432113409,0.005150212,9.721751213,0.013095483,9.399981499,38.26938248,2402.691406,2.210246325,-895.7395576,-589.989323,RufousLeggedOwl,15
949,1,1.299726248,0,12.85376549,54.68819427,5.340482712,14.72521973,1.570055604,8.722098351,10.58173084,2.271260977,16.19583702,33.15474701,-0.311080307,-1150.739558,-604.989323,RufousLeggedOwl,15
950,1,1.299726248,1,12.85376549,54.68819427,5.340482712,14.72521973,1.570055604,8.722098351,10.58173084,2.271260977,16.19583702,33.15474701,-0.311080307,-1135.739558,-604.989323,RufousLeggedOwl,15
951,1,1.672276378,1,12.26298141,55.63870621,2.065605402,9.251662254,2.361519575,12.13137531,63.71621323,0.365918547,4.707783699,160.8049011,-1.357296586,-1120.739558,-604.989323,RufousLeggedOwl,15
952,1,1.55635047,0,12.26766491,56.8152504,2.340613127,14.527771,12.420732498,9.214506149,51.98750305,4.482414722,4.481394768,216.7918091,0.075064912,-1105.739558,-604.989323,RufousLeggedOwl,15
953,1,5.099960327,0,12.52480221,61.58627701,3.193493605,17.83944321,11.037514687,10.95403862,33.57646561,10.39039898,11.84453678,240.3957825,1.111012816,-1090.739558,-604.989323,RufousLeggedOwl,15
954,1,2.814785004,0,13.32216835,69.56986237,3.276222706,36.77823639,6.908660889,10.72459888,18.53854752,7.590239048,14.5650568,114.3630142,-0.080385178,-1075.739558,-604.989323,RufousLeggedOwl,15
955,1,1.823786139,0,13.23330688,73.6977005,0.850913942,64.82548523,4.088609695,4.307215214,16.57522011,1.857135653,7.170898914,127.1940536,-0.024131192,-1060.739558,-604.989323,RufousLeggedOwl,15
956,1,1.588109493,0,12.794631,78.1122818,0.184359968,78.5248642,1.622406483,4.456182957,6.244394779,0.775307596,7.413296223,212.4063568,-0.116162322,-1045.739558,-604.989323,RufousLeggedOwl,15
957,0,1.793444395,0,12.06354809,82.38621521,0,69.98938751,1.965279460,5.341163158,2.285866022,2.38997817,18.01833725,360.1062927,-0.602674544,-1030.739558,-604.989323,RufousLeggedOwl,15
958,1,4.588234901,0,10.31511116,83.3090744,0.367281735,19.20808792,8.680858612,22.4312706,36.11377716,4.953030109,8.012739182,757.6912231,-1.012777686,-1015.739558,-604.989323,RufousLeggedOwl,15
959,1,2.34568119,1,8.40234375,78.83406067,0.637685597,10.72982597,5.815967083,25.99824333,43.1022377,3.736648321,7.656871319,1224.585205,3.50693965,-1000.739558,-604.989323,RufousLeggedOwl,15
960,1,5.273126125,0,5.204245567,67.0594101,18.39715576,7.400544167,6.850607395,19.82744026,10.58867931,12.44705963,18.76639748,1925.573853,4.844160557,-985.7395576,-604.989323,RufousLeggedOwl,15
961,0,15.42488194,0,4.936774254,62.64252472,21.95403862,10.68465233,3.415299654,19.36524582,3.358959436,12.37800694,24.92360306,2009.383301,-1.921123624,-970.7395576,-604.989323,RufousLeggedOwl,15
962,0,11.4192791,0,5.721237183,58.2689209,26.79760551,7.404360771,2.151029587,17.90063477,0.589219689,14.50786304,30.22719574,1929.80127,3.937799931,-955.7395576,-604.989323,RufousLeggedOwl,15
963,1,13.38997364,0,6.083593369,56.68604279,28.81610489,3.506511927,1.153678894,17.20547676,0.553120852,7.705218315,40.91942596,1941.379639,3.692309856,-940.7395576,-604.989323,RufousLeggedOwl,15
964,0,7.900678158,0,5.762123585,48.60270691,29.08177185,5.801373959,0.047301516,15.77774811,0.282574505,7.874897003,41.1278038,2098.750244,2.421660662,-925.7395576,-604.989323,RufousLeggedOwl,15
965,0,7.900678158,0,5.762123585,48.60270691,29.08177185,5.801373959,0.047301516,15.77774811,0.282574505,7.874897003,41.1278038,2098.750244,2.421660662,-910.7395576,-604.989323,RufousLeggedOwl,15
966,0,7.900678158,0,5.762123585,48.60270691,29.08177185,5.801373959,0.047301516,15.77774811,0.282574505,7.874897003,41.1278038,2098.750244,2.421660662,-895.7395576,-604.989323,RufousLeggedOwl,15
967,0,1.985757947,0,12.41457367,58.98757553,1.931285143,4.690234184,1.853096962,27.60713768,34.50541687,1.559625626,16.63698959,127.4351501,0.304343611,-1165.739558,-619.989323,RufousLeggedOwl,15
968,1,1.985757947,0,12.41457367,58.98757553,1.931285143,4.690234184,1.853096962,27.60713768,34.50541687,1.559625626,16.63698959,127.4351501,0.304343611,-1135.739558,-619.989323,RufousLeggedOwl,15
969,1,1.442837477,0,12.33166885,59.62600327,0.809951365,3.853800297,3.212668896,15.81880283,57.88051224,0.515954137,7.174659252,157.0593719,-0.542065203,-1120.739558,-619.989323,RufousLeggedOwl,15
970,1,2.168338299,0,12.25589275,60.26960754,1.435866594,12.40392017,9.137851715,8.421974182,58.2217865,4.844937325,5.277282238,222.5529022,0.414811969,-1105.739558,-619.989323,RufousLeggedOwl,15
971,1,2.565777779,0,12.79570675,63.82876587,5.127358437,29.56652451,8.408960342,11.17998886,16.56012535,12.6718111,16.25644112,193.372406,0.44168371,-1090.739558,-619.989323,RufousLeggedOwl,15
972,0,1.84125936,0,13.24793816,71.44535828,4.083622456,28.74667549,10.046817780,14.58280563,25.29768944,4.354417801,11.01338768,123.9742737,-0.018354004,-1075.739558,-619.989323,RufousLeggedOwl,15
973,1,2.997100592,0,13.14651299,77.3744812,3.422729731,25.81989288,9.104267120,13.35495567,33.22157669,3.800134659,10.19914055,146.392807,-0.106449813,-1060.739558,-619.989323,RufousLeggedOwl,15
974,1,2.90854454,0,12.72418118,82.79111481,1.955471158,41.17036819,5.940384865,11.16918564,26.74542618,2.524754286,9.574363708,220.6991272,0.077344753,-1045.739558,-619.989323,RufousLeggedOwl,15
975,0,2.373050451,0,11.74346256,87.33029938,1.288174987,55.8936882,3.707273006,12.46535492,8.841551781,3.507025003,14.35898495,405.3773193,0.102150694,-1030.739558,-619.989323,RufousLeggedOwl,15
976,0,1.904414773,0,10.02122879,88.88941956,1.19755578,10.19651222,6.350660324,23.90914917,47.72369385,3.513287067,6.671684742,789.3695679,-0.270150155,-1015.739558,-619.989323,RufousLeggedOwl,15
977,1,6.679821014,0,7.393950462,81.61893463,2.738357782,7.802919388,8.882603645,27.87594795,33.60296631,8.012649536,9.697286606,1432.293213,1.252770662,-1000.739558,-619.989323,RufousLeggedOwl,15
978,0,4.186892033,0,7.072564125,76.18338013,3.356150866,10.87269974,13.005064964,26.75647354,11.81621265,16.7410965,16.09498024,1535.261719,-0.220087513,-985.7395576,-619.989323,RufousLeggedOwl,15
979,0,15.8758564,0,5.578289986,66.67256165,14.86380768,9.164543152,4.681386948,19.83159447,2.365625858,16.45430183,31.5918026,1892.887451,-3.442260981,-970.7395576,-619.989323,RufousLeggedOwl,15
980,0,22.93340874,0,4.568298817,60.08565521,32.03895187,6.126322269,0.361812234,15.69222546,0.019389557,14.16153908,30.04542351,2138.646484,0.390508205,-955.7395576,-619.989323,RufousLeggedOwl,15
981,0,13.38997364,0,6.083593369,56.68604279,28.81610489,3.506511927,1.153678894,17.20547676,0.553120852,7.705218315,40.91942596,1941.379639,3.692309856,-940.7395576,-619.989323,RufousLeggedOwl,15
982,0,5.772079468,0,6.053905964,49.38727188,27.67025566,2.88143611,0.208830819,11.43371868,0.105031356,3.044882536,54.46451569,2051.467773,4.136037827,-925.7395576,-619.989323,RufousLeggedOwl,15
983,0,5.772079468,0,6.053905964,49.38727188,27.67025566,2.88143611,0.208830819,11.43371868,0.105031356,3.044882536,54.46451569,2051.467773,4.136037827,-910.7395576,-619.989323,RufousLeggedOwl,15
984,1,2.182086706,0,12.26196671,66.99094391,0.398615956,1.541065931,1.807739854,17.59797287,27.14830589,0.243496299,8.964426041,138.5371094,0.031398311,-1165.739558,-634.989323,RufousLeggedOwl,15
985,1,2.182086706,0,12.26196671,66.99094391,0.398615956,1.541065931,1.807739854,17.59797287,27.14830589,0.243496299,8.964426041,138.5371094,0.031398311,-1135.739558,-634.989323,RufousLeggedOwl,15
986,1,2.205394268,0,12.30852413,64.18759155,0.65183413,4.88819313,4.564825058,17.17453575,47.8982048,1.351560831,9.653966904,179.9834595,-0.995619178,-1120.739558,-634.989323,RufousLeggedOwl,15
987,1,1.677888513,0,12.49081516,62.9514389,0.765485287,9.704755783,9.661528587,9.590843201,58.30758667,3.9479568,6.544407845,189.6350098,0.958669305,-1105.739558,-634.989323,RufousLeggedOwl,15
988,1,1.812935352,0,13.02467537,63.56251144,3.959070444,29.21994019,9.209155083,15.02272224,13.44637966,10.75951862,16.93743324,160.2178192,-0.32146579,-1090.739558,-634.989323,RufousLeggedOwl,15
989,1,1.482962251,0,13.30951405,69.39654541,1.740948796,17.41415215,10.540977478,13.02406216,41.95406342,2.279937983,11.00360394,125.9616776,0.014019551,-1075.739558,-634.989323,RufousLeggedOwl,15
990,1,2.61434865,0,13.09648037,77.91811371,3.029313564,23.40520287,10.814713478,15.64597988,28.45008659,4.369798183,12.86716366,166.4373627,0.023975901,-1060.739558,-634.989323,RufousLeggedOwl,15
991,1,2.822690487,0,12.78682995,86.21491241,1.743712068,23.16301537,7.200694084,15.19495487,22.79259682,4.805871487,24.00305557,220.4566956,-0.214902967,-1045.739558,-634.989323,RufousLeggedOwl,15
992,1,3.804633856,0,11.99494743,92.06907654,0.421996564,47.83090973,3.816841364,16.26730919,11.23951626,4.252449989,15.35764217,349.2441406,-0.503780723,-1030.739558,-634.989323,RufousLeggedOwl,15
993,0,3.534364462,0,9.924483299,95.2372818,0.487130553,10.08491135,8.682113647,32.07500076,43.44290924,0.973444104,4.070568562,789.7241211,-0.497565836,-1015.739558,-634.989323,RufousLeggedOwl,15
994,0,9.791755676,0,7.496753216,88.44867706,0.721439123,9.727438927,5.812816620,25.91829491,43.20620346,6.208640575,7.750515938,1381.217285,-0.928299129,-1000.739558,-634.989323,RufousLeggedOwl,15
995,0,3.907258749,0,6.98527956,83.06925201,3.451379538,11.79765987,7.225663662,27.72685242,21.28580856,13.70923805,13.6299963,1538.480591,3.169326782,-985.7395576,-634.989323,RufousLeggedOwl,15
996,0,14.865942,0,6.367775917,73.42372131,12.06175423,7.291491985,5.232459068,19.7153492,3.630291462,14.35672569,30.72514153,1730.139282,-3.738939285,-970.7395576,-634.989323,RufousLeggedOwl,15
997,0,26.84628487,0,5.181694508,64.40409851,23.86595917,7.327637196,1.099961162,16.68430519,0.544139266,9.452811241,40.09319687,2006.099243,0.154861286,-955.7395576,-634.989323,RufousLeggedOwl,15
998,0,21.02279282,0,6.766785622,60.57392883,22.36748314,6.087617397,1.250827432,17.99011612,0.501844645,4.860176563,46.89103699,1805.816772,-1.833499432,-940.7395576,-634.989323,RufousLeggedOwl,15
999,0,3.262344599,0,7.804341316,49.53492737,16.01573563,2.294156313,0.613385260,15.05673409,0.797587633,2.939876318,62.24744034,1752.949219,3.821333885,-910.7395576,-634.989323,RufousLeggedOwl,15
1000,0,3.041197538,0,12.39096451,87.19668579,0.483959109,6.689709187,8.311220169,31.62560081,48.28115845,0.871094048,2.965110302,135.3402863,0.27025947,-1180.739558,-649.989323,RufousLeggedOwl,15
1001,1,3.041197538,0,12.39096451,87.19668579,0.483959109,6.689709187,8.311220169,31.62560081,48.28115845,0.871094048,2.965110302,135.3402863,0.27025947,-1165.739558,-649.989323,RufousLeggedOwl,15
1002,1,4.287813187,0,11.96501064,75.68151093,0.281384468,4.355001926,3.700283289,22.43744278,50.05591202,0.776489615,8.758870125,239.0008087,-0.530636609,-1150.739558,-649.989323,RufousLeggedOwl,15
1003,1,4.287813187,0,11.96501064,75.68151093,0.281384468,4.355001926,3.700283289,22.43744278,50.05591202,0.776489615,8.758870125,239.0008087,-0.530636609,-1135.739558,-649.989323,RufousLeggedOwl,15
1004,1,4.213749886,0,11.84675217,69.7964325,0.087763131,6.909476757,6.698687077,15.91773987,56.29020691,3.536768675,7.420548439,279.1397095,-0.145736814,-1120.739558,-649.989323,RufousLeggedOwl,15
1005,1,5.280377388,0,12.78201103,65.603508,0.913834929,14.52624702,9.118038177,11.27708054,43.70955658,3.75236702,9.829602242,150.3155823,-0.313965201,-1105.739558,-649.989323,RufousLeggedOwl,15
1006,1,2.178584337,0,13.32522392,63.44232559,2.511882544,24.89638138,8.420353889,12.89437294,26.65818214,5.470320225,14.33358955,105.1341019,-0.481738627,-1090.739558,-649.989323,RufousLeggedOwl,15
