"site","dummy","distRoad","occ","temp","precp","crop","evBroad","herb","shrub","tpi","tri","X","Y","species","resolution"
74,0,71.3585968017578,0,13.5423583984375,8.23958015441895,1.03011763095856,2.84246182441711,19.0078029632568,2.93732714653015,3.25072908401489,136.969528198242,-1088.23955761392,-1732.48932304778,"StriatedCaracara",10
75,0,14.3592672348022,0,13.7073287963867,18.3334655761719,3.46442699432373,8.96771812438965,19.1106414794922,8.59961605072021,-5.20843410491943,193.969696044922,-1038.23955761392,-1732.48932304778,"StriatedCaracara",10
76,0,14.3592672348022,0,13.7073287963867,18.3334655761719,3.46442699432373,8.96771812438965,19.1106414794922,8.59961605072021,-5.20843410491943,193.969696044922,-1028.23955761392,-1732.48932304778,"StriatedCaracara",10
77,1,5.38186359405518,0,15.1323337554932,21.2956581115723,2.85492372512817,15.3043632507324,20.9468994140625,11.5281209945679,5.22599697113037,177.44905090332,-1018.23955761392,-1732.48932304778,"StriatedCaracara",10
78,0,3.31396698951721,0,15.8348541259766,22.8433151245117,3.31786227226257,19.2034664154053,13.63330078125,15.8321962356567,0.436080604791641,115.13410949707,-1008.23955761392,-1732.48932304778,"StriatedCaracara",10
79,1,6.2804594039917,0,15.2854776382446,24.2062911987305,1.07858490943909,11.0764856338501,20.4685382843018,18.522741317749,10.449330329895,126.593521118164,-998.23955761392,-1732.48932304778,"StriatedCaracara",10
80,1,4.37683153152466,0,17.6304798126221,29.3901023864746,3.6627881526947,12.9109001159668,20.171459197998,16.6459922790527,1.48378467559814,103.136909484863,-988.23955761392,-1732.48932304778,"StriatedCaracara",10
81,1,2.53740930557251,0,18.3026237487793,30.3538494110107,4.18591737747192,6.26958274841309,23.0978927612305,23.9408874511719,-7.28709983825684,90.4910583496094,-978.23955761392,-1732.48932304778,"StriatedCaracara",10
82,1,2.69377112388611,0,17.1714172363281,28.9255180358887,4.01288461685181,6.38531732559204,19.2131786346436,28.5996646881104,-3.19163942337036,143.349822998047,-968.23955761392,-1732.48932304778,"StriatedCaracara",10
83,1,2.77217507362366,0,17.0428600311279,30.7604160308838,3.69018650054932,4.73542308807373,18.9147491455078,33.2378082275391,-10.0135984420776,173.952606201172,-958.23955761392,-1732.48932304778,"StriatedCaracara",10
84,0,5.27077865600586,0,14.4410037994385,25.9418144226074,1.61274337768555,1.51998853683472,14.0144109725952,36.2919578552246,8.40364074707031,174.271453857422,-948.23955761392,-1732.48932304778,"StriatedCaracara",10
